track_id,track_name,topic_id,topic_name,rank,reference_classification,title,case_number,court,decision_date,source_url,applicability_note,raw_text_path
beauty,化妆品/美妆,license,版号/资质/防沉迷,1,administrative_judicial_reference,苏州开禧医药有限公司与苏州市吴江区市场监督管理局行政处罚一审行政判决书,(2018)苏0508行初268号,江苏省苏州市姑苏区人民法院,2018-12-28,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc48709858208ea3254d8a61eeeb1a2e3acbdfb.html?way=mcp,化妆品题组的“资质/审查”以备案注册、特殊用途化妆品、医疗广告审查为主，不等同游戏版号。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__80f1858a___2018_苏0508行初268号.json
beauty,化妆品/美妆,license,版号/资质/防沉迷,2,administrative_judicial_reference,宜兴市市场监督管理局、孙某非诉行政行为申请执行审查行政裁定书,(2025)苏0282行审5号,江苏省宜兴市人民法院,2025-01-13,https://www.pkulaw.com/pfnl/08df102e7c10f2061bb206486886d8367d4e091f52ca3a3bbdfb.html?way=mcp,化妆品题组的“资质/审查”以备案注册、特殊用途化妆品、医疗广告审查为主，不等同游戏版号。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__ec0e2c05___2025_苏0282行审5号.json
beauty,化妆品/美妆,license,版号/资质/防沉迷,3,administrative_judicial_reference,泸州市龙马潭区市场监督管理局与泸州韩美整形美容有限公司非诉行政行为申请执行审查裁定书,(2023)川0504行审1号,四川省泸州市龙马潭区人民法院,2023-01-17,https://www.pkulaw.com/pfnl/08df102e7c10f20656343c43191029c4e05c65833e1580a2bdfb.html?way=mcp,化妆品题组的“资质/审查”以备案注册、特殊用途化妆品、医疗广告审查为主，不等同游戏版号。,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__27760156___2023_川0504行审1号.json
beauty,化妆品/美妆,license,版号/资质/防沉迷,4,administrative_judicial_reference,海南伊佳医疗美容医院有限公司与海口市龙华区工商行政管理局、海南省海口市工商行政管理局行政复议一审行政判决书,(2018)琼0105行初169号,海南省海口市秀英区人民法院,2018-12-05,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4bc81cccca77f770e936bb1ec32636e13bdfb.html?way=mcp,化妆品题组的“资质/审查”以备案注册、特殊用途化妆品、医疗广告审查为主，不等同游戏版号。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__medical_beauty_device_guarantee__c5e4983d___2018_琼0105行初169号.json
beauty,化妆品/美妆,license,版号/资质/防沉迷,5,administrative_judicial_reference,崇阳县市场监督管理局、御升广盈生物科技（深圳）有限公司非诉执行审查行政裁定书,(2020)鄂1223行审52号,湖北省崇阳县人民法院,2020-07-10,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4c40842ff9ea78871b0efeb87fc0afa19bdfb.html?way=mcp,化妆品题组的“资质/审查”以备案注册、特殊用途化妆品、医疗广告审查为主，不等同游戏版号。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__b2d8108c___2020_鄂1223行审52号.json
beauty,化妆品/美妆,platform,平台规则,1,administrative_judicial_reference,上海美狄莎思美奇商贸有限公司与上海市长宁区市场监督管理局等罚款一审行政判决书,(2024)沪7101行初94号,上海铁路运输法院,2024-04-29,https://www.pkulaw.com/pfnl/08df102e7c10f20621c1f1241d285a0f61db36c08ee821e8bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__0beb3b53___2024_沪7101行初94号.json
beauty,化妆品/美妆,platform,平台规则,2,administrative_judicial_reference,苏州开禧医药有限公司与苏州市吴江区市场监督管理局行政处罚一审行政判决书,(2018)苏0508行初268号,江苏省苏州市姑苏区人民法院,2018-12-28,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc48709858208ea3254d8a61eeeb1a2e3acbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__80f1858a___2018_苏0508行初268号.json
beauty,化妆品/美妆,platform,平台规则,3,civil_judicial_reference,林福平诉建德市艾氏贸易有限公司网络购物合同纠纷案,(2016)粤0111民初9365号,广东省广州市白云区人民法院,2017-07-19,https://www.pkulaw.com/pfnl/a25051f3312b07f3b73250e76ee6e0e1b0c12c6539d2a6a1bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/sector_docx__beauty__b7712cbc___2016_粤0111民初9365号.json
beauty,化妆品/美妆,platform,平台规则,4,administrative_judicial_reference,临邑县市场监督管理局、临邑县临南镇双丰至尚洗化百货商店非诉执行审查行政裁定书,(2019)鲁1424行审75号,山东省临邑县人民法院,2019-08-01,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4fa6ce21383053071257b181183b2c3d7bdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__cosmetic_medical_claim__ac711b6d___2019_鲁1424行审75号.json
beauty,化妆品/美妆,platform,平台规则,5,administrative_judicial_reference,息县工商管理和质量技术监督局诉息县广播电视台处罚决定书案,(2017)豫1528行审92号,河南省息县人民法院,2017-06-13,https://www.pkulaw.com/pfnl/a25051f3312b07f3c0ef6e961415cf81af9f3f5ec489322dbdfb.html?way=mcp,同赛道同题组案例。,data/sources/pkulaw_backfill/full_20260917/raw/excel_candidate__live_commerce_ad__a6165916___2017_豫1528行审92号.json
